Genus;Species;Location;Subject;Sex;Age;X.insertions;X.bouts;HI;AbsHI;z-score;Category;Clade;Treename
Papio;anubis;Station de Primatologie, CNRS, Rousset;Chouette;f;adult;104;NA;-0.980769231;0.980769231;-10.00192289;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Diva;f;adult;63;NA;-0.492063492;0.492063492;-3.905632888;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Fina;f;adult;60;NA;-0.666666667;0.666666667;-5.163977795;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Fleura;f;adult;111;NA;0.945945946;0.945945946;9.966158955;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Frane;f;adult;45;NA;0.688888889;0.688888889;4.621207153;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Gitte;f;adult;90;NA;0.066666667;0.066666667;0.632455532;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Godje;f;adult;33;NA;0.151515152;0.151515152;0.87038828;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Gypsie;f;adult;77;NA;0.792207792;0.792207792;6.951595164;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Halka;f;adult;98;NA;-0.040816327;0.040816327;-0.404061018;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Hanja;f;adult;108;NA;-0.814814815;0.814814815;-8.467803948;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Hilna;f;adult;84;NA;-0.642857143;0.642857143;-5.891883036;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Hiza;f;adult;99;NA;0.494949495;0.494949495;4.924685295;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Hotte;f;adult;47;NA;-0.872340426;0.872340426;-5.980464651;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Hue;f;adult;59;NA;0.050847458;0.050847458;0.390566733;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ibis;f;adult;65;NA;-0.6;0.6;-4.837354649;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ines;f;adult;43;NA;0.441860465;0.441860465;2.897472836;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ireen;f;adult;74;NA;0.567567568;0.567567568;4.882400827;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Jess;f;adult;26;NA;-0.769230769;0.769230769;-3.922322703;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Johanna;f;adult;92;NA;-0.847826087;0.847826087;-8.132062148;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Jula;f;adult;50;NA;0.04;0.04;0.282842712;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Korn;f;adult;41;NA;0.609756098;0.609756098;3.904344047;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Louise;f;adult;35;NA;0.714285714;0.714285714;4.225771274;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Nelly;f;adult;43;NA;0.627906977;0.627906977;4.117461399;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Oda;f;adult;64;NA;0.375;0.375;3;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Odila;f;adult;106;NA;-0.264150943;0.264150943;-2.719600415;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Olive;f;adult;50;NA;-0.72;0.72;-5.091168825;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Orely;f;adult;81;NA;-0.530864198;0.530864198;-4.777777778;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Osiris;f;adult;248;NA;0.080645161;0.080645161;1.27000127;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Osita;f;adult;88;NA;0.886363636;0.886363636;8.314827938;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ozea;f;adult;98;NA;0.857142857;0.857142857;8.485281374;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Paola;f;adult;138;NA;-0.405797101;0.405797101;-4.767036572;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pascale;f;adult;62;NA;0.516129032;0.516129032;4.064004064;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Perfide;f;adult;92;NA;-0.608695652;0.608695652;-5.838403594;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Perine;f;adult;42;NA;-0.047619048;0.047619048;-0.3086067;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;P�a;f;adult;33;NA;-1;1;-5.744562647;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pirouette;f;adult;90;NA;0.644444444;0.644444444;6.11373681;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pistache;f;adult;49;NA;0.673469388;0.673469388;4.714285714;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pluie;f;adult;117;NA;0.521367521;0.521367521;5.639451995;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Plutea;f;adult;105;NA;0.028571429;0.028571429;0.292770022;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Prise;f;adult;84;NA;-0.047619048;0.047619048;-0.43643578;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pomponett;f;adult;67;NA;0.671641791;0.671641791;5.497624996;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Princess;f;adult;69;NA;0.68115942;0.68115942;5.658135095;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Rouge;f;adult;59;NA;-0.050847458;0.050847458;-0.390566733;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Selma;f;juvenile;63;NA;0.428571429;0.428571429;3.401680257;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Sines;f;juvenile;87;NA;-0.425287356;0.425287356;-3.966816379;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Sottise;f;juvenile;120;NA;0.25;0.25;2.738612788;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Tafna;f;juvenile;31;NA;1;1;5.567764363;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Talma;f;juvenile;31;NA;-0.419354839;0.419354839;-2.334868926;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Verte;f;adult;172;NA;0.26744186;0.26744186;3.507467118;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Yalie;f;adult;51;NA;-0.68627451;0.68627451;-4.900980294;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Zenzy;f;adult;49;NA;0.673469388;0.673469388;4.714285714;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Alex;m;adult;38;NA;0.789473684;0.789473684;4.866642634;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Balthazar;m;adult;63;NA;-1;1;-7.937253933;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Dean;m;adult;102;NA;0.215686275;0.215686275;2.178324595;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Gaspard;m;adult;103;NA;-0.553398058;0.553398058;-5.616376886;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Haiko;m;adult;104;NA;0.846153846;0.846153846;8.629109946;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ivar;m;adult;188;NA;-0.840425532;0.840425532;-11.52333433;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Kiki;m;adult;42;NA;-0.428571429;0.428571429;-2.777460299;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Kiwi;m;adult;36;NA;0;0;0;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Marius;m;adult;95;NA;0.852631579;0.852631579;8.310424652;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Melchior;m;adult;192;NA;0.75;0.75;10.39230485;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Milou;m;adult;54;NA;0.666666667;0.666666667;4.898979486;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Momo;m;adult;58;NA;-0.655172414;0.655172414;-4.989644449;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Octave;m;adult;95;NA;0.242105263;0.242105263;2.35975021;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Olav;m;adult;87;NA;0.724137931;0.724137931;6.754308969;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Oscar;m;adult;77;NA;0.402597403;0.402597403;3.53277787;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Otto;m;adult;88;NA;-0.522727273;0.522727273;-4.903616476;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Paul;m;adult;53;NA;-0.471698113;0.471698113;-3.434014099;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Pernod;m;adult;72;NA;0.638888889;0.638888889;5.421151989;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Raimu;m;adult;49;NA;0.87755102;0.87755102;6.142857143;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Rambo;m;juvenile;68;NA;0.529411765;0.529411765;4.365641251;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Raoul;m;adult;43;NA;-0.023255814;0.023255814;-0.15249857;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Reno;m;juvenile;44;NA;0.954545455;0.954545455;6.331738236;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Robert;m;adult;74;NA;0.594594595;0.594594595;5.114896105;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Robocop;m;juvenile;70;NA;0.028571429;0.028571429;0.239045722;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Roland;m;adult;30;NA;0.066666667;0.066666667;0.365148372;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Ronaldo;m;juvenile;72;NA;0.305555556;0.305555556;2.592724864;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Roro;m;juvenile;71;NA;0.098591549;0.098591549;0.830747161;ambipreferent;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Samy;m;juvenile;66;NA;0.606060606;0.606060606;4.923659639;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Tareck;m;juvenile;74;NA;-0.837837838;0.837837838;-7.207353602;left;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Target;m;juvenile;43;NA;1;1;6.557438524;right;Cercopithecoidea;Papio_anubis
Papio;anubis;Station de Primatologie, CNRS, Rousset;Toronto;m;juvenile;118;NA;0.728813559;0.728813559;7.916941714;right;Cercopithecoidea;Papio_anubis
Papio;hamadryas;Frankfurt;45;f;adult;45;28;-0.644;0.64;-4.323064756;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;Siegfried;m;adult;70;35;0.114;0.11;0.956182887;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;47;f;adult;32;21;0.063;0.06;0.353553391;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;Georg;m;adult;33;12;-0.152;0.15;-0.87038828;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;34;f;adult;33;19;0.212;0.21;1.218543592;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;Spok;m;adult;41;21;0.171;0.17;1.093216333;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;female_1;f;adult;43;20;0.023;0.02;0.15249857;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;Thor;m;adult;31;14;0.677;0.68;3.771711343;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;female_2;f;adult;44;21;-0.727;0.73;-4.824181513;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;female_3;f;adult;54;15;-0.333;0.33;-2.449489743;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Frankfurt;Luke;m;adult;48;19;0.875;0.88;6.062177826;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Krefeld;Moritz;m;adult;146;27;-0.384;0.38;-4.634592976;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Krefeld;Hella;f;adult;31;13;1;1;5.567764363;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_1;m;adult;38;14;-0.368;0.37;-2.271099896;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_2;m;adult;32;11;-0.875;0.88;-4.949747468;left;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;female_4;f;adult;43;7;0.721;0.72;4.72745568;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_3;m;adult;39;15;0.026;0.03;0.160128154;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_4;m;adult;37;10;-0.189;0.19;-1.150792911;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_5;m;adult;33;11;-0.333;0.33;-1.914854216;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_6;m;adult;38;31;-0.105;0.11;-0.648885685;ambipreferent;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_7;m;adult;30;25;0.4;0.4;2.19089023;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;female_5;f;adult;44;21;0.364;0.36;2.412090757;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;female_6;f;adult;48;38;0.75;0.75;5.196152423;right;Cercopithecoidea;Papio_hamadryas
Papio;hamadryas;Cologne;male_8;m;adult;31;21;0.29;0.29;1.616447718;ambipreferent;Cercopithecoidea;Papio_hamadryas
Pithecia;pithecia;Basel;female_1;f;adult;39;20;-0.795;0.79;-4.963972768;left;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Basel;male_1;m;adult;51;15;0.922;0.92;6.581316395;right;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Dresden;Pablo;m;adult;90;35;-0.822;0.82;-7.800284895;left;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Krefeld;female_2;f;adult;75;6;-1;1;-8.660254038;left;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Krefeld;female_3;m;adult;52;8;-1;1;-7.211102551;left;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Krefeld;female_4;f;adult;52;8;-1;1;-7.211102551;left;Platyrrhini;Pithecia_pithecia
Pithecia;pithecia;Krefeld;male_2;f;adult;30;7;1;1;5.477225575;right;Platyrrhini;Pithecia_pithecia
Pongo;sp.;see Hopkins et al., 2011;Knobi;f;adult;NA;NA;-0.090909091;0.090909091;-0.381385036;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Popi;f;adult;NA;NA;-0.483516484;0.483516484;-4.125503632;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Kati;f;adult;NA;NA;-0.12;0.12;-0.657267069;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Biji;f;adult;NA;NA;-0.628571429;0.628571429;-7.437357442;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Daisy;f;adult;NA;NA;-0.324324324;0.324324324;-2.78994333;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Hati;f;adult;NA;NA;-0.28358209;0.28358209;-2.321219443;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Madu;f;adult;NA;NA;-0.437125749;0.437125749;-5.648909597;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Sibu;f;adult;NA;NA;0.705882353;0.705882353;8.231932087;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Tupa;f;adult;NA;NA;-0.321299639;0.321299639;-5.347491736;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Bonnie;f;adult;NA;NA;-0.961538462;0.961538462;-6.933752453;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Iris;f;adult;NA;NA;0.514285714;0.514285714;4.302822994;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Lucy;f;adult;NA;NA;-0.666666667;0.666666667;-6.110100927;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;alex;f;adult;NA;NA;-0.27;0.27;-2.5;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;kayla;f;adult;NA;NA;0.47;0.47;4.43;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;sally;f;adult;NA;NA;0.37;0.37;2.61;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;violet;f;adult;NA;NA;-0.98;0.98;-8.95;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Mj;f;adult;NA;NA;-0.05;0.05;-0.316;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Ally;f;juvenile;NA;NA;-0.818181818;0.818181818;-3.837612894;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Miri;f;juvenile;NA;NA;-0.362318841;0.362318841;-4.256282654;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Penari;f;juvenile;NA;NA;-0.398601399;0.398601399;-4.766579457;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Batang;f;juvenile;NA;NA;0.967741935;0.967741935;7.62000762;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;kera;f;juvenile;NA;NA;0.15;0.15;1.69;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;khali;f;juvenile;NA;NA;-1;1;-4.8;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;kitra;f;juvenile;NA;NA;-0.51;0.51;-5.15;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;kutai;f;juvenile;NA;NA;-1;1;-3.32;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;tara;f;juvenile;NA;NA;0.27;0.27;1.3;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Azy;m;adult;NA;NA;-0.6;0.6;-2.32;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Alan;m;adult;NA;NA;-0.346153846;0.346153846;-2.496150883;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Chantak;m;adult;NA;NA;-1;1;-11.3137085;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Gelar;m;adult;NA;NA;-0.189189189;0.189189189;-2.301585822;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Loklok;m;adult;NA;NA;0.832869081;0.832869081;15.78061644;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Molek;m;adult;NA;NA;0.143939394;0.143939394;2.338738329;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Kiko;m;adult;NA;NA;-0.176470588;0.176470588;-1.626978434;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;jj;m;adult;NA;NA;-0.71;0.71;-2.672612419;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;rusty;m;adult;NA;NA;0.2;0.2;1.34;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;tiram;m;adult;NA;NA;-0.55;0.55;-5.63;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;willie;m;adult;NA;NA;-0.18;0.18;-1.52;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Tom;m;adult;NA;NA;1;1;6.23;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Rocky;m;juvenile;NA;NA;0.08;0.08;0.357770876;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Jantan;m;juvenile;NA;NA;-0.639344262;0.639344262;-4.993438317;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Lokan;m;juvenile;NA;NA;-1;1;-4.795831523;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Mentubar;m;juvenile;NA;NA;-0.31884058;0.31884058;-3.745528735;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Minyak;m;juvenile;NA;NA;-0.395061728;0.395061728;-5.028314888;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Solok;m;juvenile;NA;NA;0.310344828;0.310344828;2.363515791;right;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Sulango;m;juvenile;NA;NA;-0.807692308;0.807692308;-8.236877676;left;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Kyle;m;juvenile;NA;NA;-0.098039216;0.098039216;-0.700140042;ambipreferent;Hominoidea;Pongo_pygmaeus
Pongo;sp.;see Hopkins et al., 2011;Mahal;m;juvenile;NA;NA;0.15;0.15;0.94;ambipreferent;Hominoidea;Pongo_pygmaeus
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Phuong;f;adult;516;72;0.71;0.71;32.23;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Naomi;f;adult;433;114;0.51;0.51;21.05;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Ines;f;adult;489;125;0.3;0.3;13.3;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Pip;f;adult;405;84;-0.02;0.02;-0.7;ambipreferent;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Lychee;f;adult;653;199;-0.22;0.22;-11.35;left;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Omo;f;adult;569;213;0.91;0.91;43.52;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Michelle;f;adult;580;270;0;0;0;ambipreferent;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Eco;m;adult;104;41;0.98;0.98;20;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Sung;m;adult;445;58;0.8;0.8;33.66;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Claus;m;adult;488;100;0.92;0.92;40.74;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Falk;m;adult;660;176;0.12;0.12;6.07;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Gin;m;adult;585;85;-0.96;0.96;-46.55;left;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Cactus;m;adult;348;113;-0.97;0.97;-36.02;left;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Manh;m;adult;295;97;0.68;0.68;23.41;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Mr. Bean;m;adult;543;186;-0.09;0.09;-4.38;left;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Barack;m;adult;960;382;-0.51;0.51;-31.76;left;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Seba;m;adult;774;102;0.05;0.05;2.88;right;Cercopithecoidea;Pygathrix_cinerea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Ronaldo;m;adult;518;106;-0.24;0.24;-11.07;left;Cercopithecoidea;Pygathrix_cinerea
